<date:hour:url>,Total Event_count
2019-09-14:10:http://example.com/?url=026,3
2019-09-14:10:http://example.com/?url=027,4
2019-09-14:10:http://example.com/?url=028,2
2019-09-14:10:http://example.com/?url=029,1
2019-09-14:10:http://example.com/?url=030,2
2019-09-14:10:http://example.com/?url=031,3
2019-09-14:10:http://example.com/?url=032,3
2019-09-14:10:http://example.com/?url=034,1
2019-09-14:10:http://example.com/?url=036,2
2019-09-14:10:http://example.com/?url=037,3
2019-09-14:10:http://example.com/?url=038,1
2019-09-14:10:http://example.com/?url=039,5
2019-09-14:10:http://example.com/?url=040,3
2019-09-14:10:http://example.com/?url=041,2
2019-09-14:10:http://example.com/?url=042,3
2019-09-14:10:http://example.com/?url=043,1
2019-09-14:10:http://example.com/?url=044,6
2019-09-14:10:http://example.com/?url=045,6
2019-09-14:10:http://example.com/?url=046,2
2019-09-14:10:http://example.com/?url=047,2
2019-09-14:10:http://example.com/?url=048,2
2019-09-14:10:http://example.com/?url=049,3
2019-09-14:10:http://example.com/?url=050,1
2019-09-14:10:http://example.com/?url=051,3
2019-09-14:10:http://example.com/?url=052,3
2019-09-14:10:http://example.com/?url=053,3
2019-09-14:10:http://example.com/?url=054,3
2019-09-14:10:http://example.com/?url=055,1
2019-09-14:10:http://example.com/?url=056,3
2019-09-14:10:http://example.com/?url=057,2
2019-09-14:10:http://example.com/?url=058,1
2019-09-14:10:http://example.com/?url=059,3
2019-09-14:10:http://example.com/?url=060,4
2019-09-14:10:http://example.com/?url=061,5
2019-09-14:10:http://example.com/?url=062,1
2019-09-14:10:http://example.com/?url=063,2
2019-09-14:10:http://example.com/?url=064,4
2019-09-14:10:http://example.com/?url=065,2
2019-09-14:10:http://example.com/?url=066,5
2019-09-14:10:http://example.com/?url=067,3
2019-09-14:10:http://example.com/?url=068,3
2019-09-14:10:http://example.com/?url=069,2
2019-09-14:10:http://example.com/?url=070,2
2019-09-14:10:http://example.com/?url=071,2
2019-09-14:10:http://example.com/?url=072,1
2019-09-14:10:http://example.com/?url=073,3
2019-09-14:10:http://example.com/?url=074,5
2019-09-14:10:http://example.com/?url=075,3
2019-09-14:10:http://example.com/?url=076,3
2019-09-14:10:http://example.com/?url=077,3
2019-09-14:10:http://example.com/?url=080,6
2019-09-14:10:http://example.com/?url=081,1
2019-09-14:10:http://example.com/?url=082,1
2019-09-14:10:http://example.com/?url=083,3
2019-09-14:10:http://example.com/?url=085,2
2019-09-14:10:http://example.com/?url=086,5
2019-09-14:10:http://example.com/?url=087,2
2019-09-14:10:http://example.com/?url=088,3
2019-09-14:10:http://example.com/?url=089,2
2019-09-14:10:http://example.com/?url=090,2
2019-09-14:10:http://example.com/?url=091,5
2019-09-14:10:http://example.com/?url=092,7
2019-09-14:10:http://example.com/?url=094,1
2019-09-14:10:http://example.com/?url=095,3
2019-09-14:10:http://example.com/?url=096,2
2019-09-14:10:http://example.com/?url=097,2
2019-09-14:10:http://example.com/?url=098,3
2019-09-14:10:http://example.com/?url=099,4
2019-09-14:10:http://example.com/?url=100,1
2019-09-14:10:http://example.com/?url=102,3
2019-09-14:10:http://example.com/?url=103,3
2019-09-14:10:http://example.com/?url=104,4
2019-09-14:10:http://example.com/?url=105,2
2019-09-14:10:http://example.com/?url=106,5
2019-09-14:10:http://example.com/?url=108,4
2019-09-14:10:http://example.com/?url=109,4
2019-09-14:10:http://example.com/?url=110,3
2019-09-14:10:http://example.com/?url=111,2
2019-09-14:10:http://example.com/?url=112,5
2019-09-14:10:http://example.com/?url=113,1
2019-09-14:10:http://example.com/?url=114,2
2019-09-14:10:http://example.com/?url=115,5
2019-09-14:10:http://example.com/?url=116,5
2019-09-14:10:http://example.com/?url=117,1
2019-09-14:10:http://example.com/?url=118,2
2019-09-14:10:http://example.com/?url=119,7
2019-09-14:10:http://example.com/?url=122,1
2019-09-14:10:http://example.com/?url=123,4
2019-09-14:10:http://example.com/?url=124,3
2019-09-14:10:http://example.com/?url=125,4
2019-09-14:10:http://example.com/?url=126,3
2019-09-14:10:http://example.com/?url=127,2
2019-09-14:10:http://example.com/?url=128,2
2019-09-14:10:http://example.com/?url=129,3
2019-09-14:10:http://example.com/?url=130,4
2019-09-14:10:http://example.com/?url=131,6
2019-09-14:10:http://example.com/?url=132,1
2019-09-14:10:http://example.com/?url=133,3
2019-09-14:10:http://example.com/?url=134,3
2019-09-14:10:http://example.com/?url=135,1
2019-09-14:10:http://example.com/?url=136,2
2019-09-14:10:http://example.com/?url=137,2
2019-09-14:10:http://example.com/?url=138,2
2019-09-14:10:http://example.com/?url=139,3
2019-09-14:10:http://example.com/?url=140,3
2019-09-14:10:http://example.com/?url=141,1
2019-09-14:10:http://example.com/?url=142,1
2019-09-14:10:http://example.com/?url=143,5
2019-09-14:10:http://example.com/?url=144,4
2019-09-14:10:http://example.com/?url=145,3
2019-09-14:10:http://example.com/?url=146,4
2019-09-14:10:http://example.com/?url=147,3
2019-09-14:10:http://example.com/?url=148,5
2019-09-14:10:http://example.com/?url=149,2
2019-09-14:10:http://example.com/?url=150,2
2019-09-14:10:http://example.com/?url=151,1
2019-09-14:10:http://example.com/?url=152,5
2019-09-14:10:http://example.com/?url=154,3
2019-09-14:10:http://example.com/?url=155,2
2019-09-14:10:http://example.com/?url=156,5
2019-09-14:10:http://example.com/?url=157,6
2019-09-14:10:http://example.com/?url=158,4
2019-09-14:10:http://example.com/?url=159,6
2019-09-14:10:http://example.com/?url=160,5
2019-09-14:10:http://example.com/?url=161,4
2019-09-14:10:http://example.com/?url=162,2
2019-09-14:10:http://example.com/?url=163,4
2019-09-14:10:http://example.com/?url=165,2
2019-09-14:10:http://example.com/?url=167,1
2019-09-14:10:http://example.com/?url=168,2
2019-09-14:10:http://example.com/?url=169,4
2019-09-14:10:http://example.com/?url=170,7
2019-09-14:10:http://example.com/?url=171,4
2019-09-14:10:http://example.com/?url=172,2
2019-09-14:10:http://example.com/?url=173,2
2019-09-14:10:http://example.com/?url=174,2
2019-09-14:10:http://example.com/?url=175,4
2019-09-14:10:http://example.com/?url=176,4
2019-09-14:10:http://example.com/?url=177,2
2019-09-14:10:http://example.com/?url=178,4
2019-09-14:10:http://example.com/?url=179,1
2019-09-14:10:http://example.com/?url=180,2
2019-09-14:10:http://example.com/?url=181,6
2019-09-14:10:http://example.com/?url=182,4
2019-09-14:10:http://example.com/?url=183,3
2019-09-14:10:http://example.com/?url=184,3
2019-09-14:10:http://example.com/?url=186,3
2019-09-14:10:http://example.com/?url=188,5
2019-09-14:10:http://example.com/?url=189,4
2019-09-14:10:http://example.com/?url=190,1
2019-09-14:10:http://example.com/?url=191,1
2019-09-14:10:http://example.com/?url=192,3
2019-09-14:10:http://example.com/?url=193,1
2019-09-14:10:http://example.com/?url=194,1
2019-09-14:10:http://example.com/?url=195,2
2019-09-14:10:http://example.com/?url=196,3
2019-09-14:10:http://example.com/?url=197,4
2019-09-14:10:http://example.com/?url=198,3
2019-09-14:10:http://example.com/?url=199,1
2019-09-14:11:http://example.com/?url=001,4
2019-09-14:11:http://example.com/?url=002,4
2019-09-14:11:http://example.com/?url=004,3
2019-09-14:11:http://example.com/?url=005,3
2019-09-14:11:http://example.com/?url=006,3
2019-09-14:11:http://example.com/?url=008,2
2019-09-14:11:http://example.com/?url=009,5
2019-09-14:11:http://example.com/?url=010,1
2019-09-14:11:http://example.com/?url=011,1
2019-09-14:11:http://example.com/?url=012,1
2019-09-14:11:http://example.com/?url=013,5
2019-09-14:11:http://example.com/?url=014,2
2019-09-14:11:http://example.com/?url=015,2
2019-09-14:11:http://example.com/?url=016,5
2019-09-14:11:http://example.com/?url=017,4
2019-09-14:11:http://example.com/?url=018,2
2019-09-14:11:http://example.com/?url=019,3
2019-09-14:11:http://example.com/?url=020,3
2019-09-14:11:http://example.com/?url=021,3
2019-09-14:11:http://example.com/?url=022,3
2019-09-14:11:http://example.com/?url=024,2
2019-09-14:11:http://example.com/?url=025,2
2019-09-14:11:http://example.com/?url=026,5
2019-09-14:11:http://example.com/?url=027,3
2019-09-14:11:http://example.com/?url=028,2
2019-09-14:11:http://example.com/?url=029,6
2019-09-14:11:http://example.com/?url=030,3
2019-09-14:11:http://example.com/?url=031,4
2019-09-14:11:http://example.com/?url=032,2
2019-09-14:11:http://example.com/?url=033,1
2019-09-14:11:http://example.com/?url=034,3
2019-09-14:11:http://example.com/?url=035,1
2019-09-14:11:http://example.com/?url=036,4
2019-09-14:11:http://example.com/?url=037,2
2019-09-14:11:http://example.com/?url=038,4
2019-09-14:11:http://example.com/?url=039,4
2019-09-14:11:http://example.com/?url=040,4
2019-09-14:11:http://example.com/?url=042,3
2019-09-14:11:http://example.com/?url=043,6
2019-09-14:11:http://example.com/?url=044,3
2019-09-14:11:http://example.com/?url=045,1
2019-09-14:11:http://example.com/?url=046,2
2019-09-14:11:http://example.com/?url=047,1
2019-09-14:11:http://example.com/?url=048,2
2019-09-14:11:http://example.com/?url=049,4
2019-09-14:11:http://example.com/?url=050,5
2019-09-14:11:http://example.com/?url=051,2
2019-09-14:11:http://example.com/?url=053,5
2019-09-14:11:http://example.com/?url=054,6
2019-09-14:11:http://example.com/?url=055,4
2019-09-14:11:http://example.com/?url=056,2
2019-09-14:11:http://example.com/?url=057,4
2019-09-14:11:http://example.com/?url=058,4
2019-09-14:11:http://example.com/?url=059,1
2019-09-14:11:http://example.com/?url=060,4
2019-09-14:11:http://example.com/?url=061,2
2019-09-14:11:http://example.com/?url=062,4
2019-09-14:11:http://example.com/?url=063,3
2019-09-14:11:http://example.com/?url=064,5
2019-09-14:11:http://example.com/?url=065,2
2019-09-14:11:http://example.com/?url=066,4
2019-09-14:11:http://example.com/?url=067,1
2019-09-14:11:http://example.com/?url=068,1
2019-09-14:11:http://example.com/?url=069,4
2019-09-14:11:http://example.com/?url=070,5
2019-09-14:11:http://example.com/?url=071,2
2019-09-14:11:http://example.com/?url=073,2
2019-09-14:11:http://example.com/?url=074,1
2019-09-14:11:http://example.com/?url=075,2
2019-09-14:11:http://example.com/?url=076,3
2019-09-14:11:http://example.com/?url=077,2
2019-09-14:11:http://example.com/?url=078,6
2019-09-14:11:http://example.com/?url=079,4
2019-09-14:11:http://example.com/?url=080,4
2019-09-14:11:http://example.com/?url=081,2
2019-09-14:11:http://example.com/?url=082,1
2019-09-14:11:http://example.com/?url=083,4
2019-09-14:11:http://example.com/?url=084,2
2019-09-14:11:http://example.com/?url=086,3
2019-09-14:11:http://example.com/?url=087,4
2019-09-14:11:http://example.com/?url=088,2
2019-09-14:11:http://example.com/?url=089,2
2019-09-14:11:http://example.com/?url=090,2
2019-09-14:11:http://example.com/?url=091,3
2019-09-14:11:http://example.com/?url=092,6
2019-09-14:11:http://example.com/?url=094,4
2019-09-14:11:http://example.com/?url=095,3
2019-09-14:11:http://example.com/?url=096,2
2019-09-14:11:http://example.com/?url=097,2
2019-09-14:11:http://example.com/?url=098,1
2019-09-14:11:http://example.com/?url=099,4
2019-09-14:11:http://example.com/?url=100,2
2019-09-14:11:http://example.com/?url=101,5
2019-09-14:11:http://example.com/?url=102,3
2019-09-14:11:http://example.com/?url=103,4
2019-09-14:11:http://example.com/?url=104,6
2019-09-14:11:http://example.com/?url=105,4
2019-09-14:11:http://example.com/?url=106,4
2019-09-14:11:http://example.com/?url=107,3
2019-09-14:11:http://example.com/?url=108,4
2019-09-14:11:http://example.com/?url=109,1
2019-09-14:11:http://example.com/?url=110,3
2019-09-14:11:http://example.com/?url=111,2
2019-09-14:11:http://example.com/?url=112,3
2019-09-14:11:http://example.com/?url=113,2
2019-09-14:11:http://example.com/?url=115,4
2019-09-14:11:http://example.com/?url=117,5
2019-09-14:11:http://example.com/?url=118,4
2019-09-14:11:http://example.com/?url=119,5
2019-09-14:11:http://example.com/?url=120,1
2019-09-14:11:http://example.com/?url=121,1
2019-09-14:11:http://example.com/?url=122,2
2019-09-14:11:http://example.com/?url=123,1
2019-09-14:11:http://example.com/?url=124,5
2019-09-14:11:http://example.com/?url=125,5
2019-09-14:11:http://example.com/?url=126,2
2019-09-14:11:http://example.com/?url=127,1
2019-09-14:11:http://example.com/?url=128,3
2019-09-14:11:http://example.com/?url=129,3
2019-09-14:11:http://example.com/?url=130,5
2019-09-14:11:http://example.com/?url=131,2
2019-09-14:11:http://example.com/?url=132,1
2019-09-14:11:http://example.com/?url=133,3
2019-09-14:11:http://example.com/?url=134,5
2019-09-14:11:http://example.com/?url=135,3
2019-09-14:11:http://example.com/?url=136,4
2019-09-14:11:http://example.com/?url=137,1
2019-09-14:11:http://example.com/?url=138,3
2019-09-14:11:http://example.com/?url=139,3
2019-09-14:11:http://example.com/?url=140,3
2019-09-14:11:http://example.com/?url=141,2
2019-09-14:11:http://example.com/?url=142,2
2019-09-14:11:http://example.com/?url=143,3
2019-09-14:11:http://example.com/?url=144,2
2019-09-14:11:http://example.com/?url=146,4
2019-09-14:11:http://example.com/?url=147,2
2019-09-14:11:http://example.com/?url=148,1
2019-09-14:11:http://example.com/?url=149,2
2019-09-14:11:http://example.com/?url=150,2
2019-09-14:11:http://example.com/?url=151,6
2019-09-14:11:http://example.com/?url=152,2
2019-09-14:11:http://example.com/?url=153,2
2019-09-14:11:http://example.com/?url=154,2
2019-09-14:11:http://example.com/?url=155,2
2019-09-14:11:http://example.com/?url=156,3
2019-09-14:11:http://example.com/?url=157,2
2019-09-14:11:http://example.com/?url=158,2
2019-09-14:11:http://example.com/?url=159,2
2019-09-14:11:http://example.com/?url=161,3
2019-09-14:11:http://example.com/?url=162,2
2019-09-14:11:http://example.com/?url=163,6
2019-09-14:11:http://example.com/?url=164,2
2019-09-14:11:http://example.com/?url=165,2
2019-09-14:11:http://example.com/?url=166,2
2019-09-14:11:http://example.com/?url=167,2
2019-09-14:11:http://example.com/?url=168,2
2019-09-14:11:http://example.com/?url=169,2
2019-09-14:11:http://example.com/?url=170,5
2019-09-14:11:http://example.com/?url=171,8
2019-09-14:11:http://example.com/?url=173,2
2019-09-14:11:http://example.com/?url=174,5
2019-09-14:11:http://example.com/?url=175,4
2019-09-14:11:http://example.com/?url=176,1
2019-09-14:11:http://example.com/?url=177,2
2019-09-14:11:http://example.com/?url=178,1
2019-09-14:11:http://example.com/?url=179,1
2019-09-14:11:http://example.com/?url=180,4
2019-09-14:11:http://example.com/?url=181,1
2019-09-14:11:http://example.com/?url=182,2
2019-09-14:11:http://example.com/?url=183,5
2019-09-14:11:http://example.com/?url=184,2
2019-09-14:11:http://example.com/?url=185,4
2019-09-14:11:http://example.com/?url=186,3
2019-09-14:11:http://example.com/?url=187,7
2019-09-14:11:http://example.com/?url=188,1
2019-09-14:11:http://example.com/?url=189,4
2019-09-14:11:http://example.com/?url=190,1
2019-09-14:11:http://example.com/?url=191,4
2019-09-14:11:http://example.com/?url=192,5
2019-09-14:11:http://example.com/?url=193,6
2019-09-14:11:http://example.com/?url=194,4
2019-09-14:11:http://example.com/?url=195,3
2019-09-14:11:http://example.com/?url=196,1
2019-09-14:11:http://example.com/?url=197,2
2019-09-14:11:http://example.com/?url=198,5
2019-09-14:11:http://example.com/?url=199,2
2019-09-14:12:http://example.com/?url=001,1
2019-09-14:12:http://example.com/?url=002,2
2019-09-14:12:http://example.com/?url=003,1
2019-09-14:12:http://example.com/?url=004,5
2019-09-14:12:http://example.com/?url=005,1
2019-09-14:12:http://example.com/?url=007,4
2019-09-14:12:http://example.com/?url=008,3
2019-09-14:12:http://example.com/?url=010,5
2019-09-14:12:http://example.com/?url=011,4
2019-09-14:12:http://example.com/?url=012,3
2019-09-14:12:http://example.com/?url=013,5
2019-09-14:12:http://example.com/?url=014,2
2019-09-14:12:http://example.com/?url=015,2
2019-09-14:12:http://example.com/?url=016,3
2019-09-14:12:http://example.com/?url=017,4
2019-09-14:12:http://example.com/?url=018,4
2019-09-14:12:http://example.com/?url=019,3
2019-09-14:12:http://example.com/?url=021,5
2019-09-14:12:http://example.com/?url=022,2
2019-09-14:12:http://example.com/?url=023,2
2019-09-14:12:http://example.com/?url=024,4
2019-09-14:12:http://example.com/?url=025,3
2019-09-14:12:http://example.com/?url=026,1
2019-09-14:12:http://example.com/?url=027,2
2019-09-14:12:http://example.com/?url=028,2
2019-09-14:12:http://example.com/?url=029,1
2019-09-14:12:http://example.com/?url=030,6
2019-09-14:12:http://example.com/?url=031,5
2019-09-14:12:http://example.com/?url=032,2
2019-09-14:12:http://example.com/?url=033,3
2019-09-14:12:http://example.com/?url=034,1
2019-09-14:12:http://example.com/?url=035,2
2019-09-14:12:http://example.com/?url=036,3
2019-09-14:12:http://example.com/?url=037,2
2019-09-14:12:http://example.com/?url=038,6
2019-09-14:12:http://example.com/?url=039,2
2019-09-14:12:http://example.com/?url=040,1
2019-09-14:12:http://example.com/?url=041,2
2019-09-14:12:http://example.com/?url=043,1
2019-09-14:12:http://example.com/?url=044,1
2019-09-14:12:http://example.com/?url=045,4
2019-09-14:12:http://example.com/?url=046,3
2019-09-14:12:http://example.com/?url=048,3
2019-09-14:12:http://example.com/?url=049,3
2019-09-14:12:http://example.com/?url=050,2
2019-09-14:12:http://example.com/?url=051,4
2019-09-14:12:http://example.com/?url=052,2
2019-09-14:12:http://example.com/?url=053,6
2019-09-14:12:http://example.com/?url=054,5
2019-09-14:12:http://example.com/?url=055,1
2019-09-14:12:http://example.com/?url=056,4
2019-09-14:12:http://example.com/?url=057,5
2019-09-14:12:http://example.com/?url=058,3
2019-09-14:12:http://example.com/?url=059,3
2019-09-14:12:http://example.com/?url=060,4
2019-09-14:12:http://example.com/?url=061,3
2019-09-14:12:http://example.com/?url=062,2
2019-09-14:12:http://example.com/?url=063,2
2019-09-14:12:http://example.com/?url=064,2
2019-09-14:12:http://example.com/?url=065,5
2019-09-14:12:http://example.com/?url=066,6
2019-09-14:12:http://example.com/?url=067,2
2019-09-14:12:http://example.com/?url=068,3
2019-09-14:12:http://example.com/?url=069,3
2019-09-14:12:http://example.com/?url=070,5
2019-09-14:12:http://example.com/?url=071,3
2019-09-14:12:http://example.com/?url=072,1
2019-09-14:12:http://example.com/?url=073,5
2019-09-14:12:http://example.com/?url=074,3
2019-09-14:12:http://example.com/?url=075,4
2019-09-14:12:http://example.com/?url=077,2
2019-09-14:12:http://example.com/?url=078,6
2019-09-14:12:http://example.com/?url=079,1
2019-09-14:12:http://example.com/?url=080,3
2019-09-14:12:http://example.com/?url=081,2
2019-09-14:12:http://example.com/?url=082,1
2019-09-14:12:http://example.com/?url=083,3
2019-09-14:12:http://example.com/?url=084,2
2019-09-14:12:http://example.com/?url=085,1
2019-09-14:12:http://example.com/?url=086,6
2019-09-14:12:http://example.com/?url=087,2
2019-09-14:12:http://example.com/?url=088,1
2019-09-14:12:http://example.com/?url=089,2
2019-09-14:12:http://example.com/?url=090,3
2019-09-14:12:http://example.com/?url=091,3
2019-09-14:12:http://example.com/?url=092,3
2019-09-14:12:http://example.com/?url=093,3
2019-09-14:12:http://example.com/?url=094,1
2019-09-14:12:http://example.com/?url=095,4
2019-09-14:12:http://example.com/?url=096,1
2019-09-14:12:http://example.com/?url=097,2
2019-09-14:12:http://example.com/?url=098,1
2019-09-14:12:http://example.com/?url=099,3
2019-09-14:12:http://example.com/?url=100,4
2019-09-14:12:http://example.com/?url=101,4
2019-09-14:12:http://example.com/?url=102,2
2019-09-14:12:http://example.com/?url=103,2
2019-09-14:12:http://example.com/?url=104,2
2019-09-14:12:http://example.com/?url=105,5
2019-09-14:12:http://example.com/?url=106,5
2019-09-14:12:http://example.com/?url=107,3
2019-09-14:12:http://example.com/?url=108,2
2019-09-14:12:http://example.com/?url=109,3
2019-09-14:12:http://example.com/?url=110,1
2019-09-14:12:http://example.com/?url=111,6
2019-09-14:12:http://example.com/?url=112,2
2019-09-14:12:http://example.com/?url=114,2
2019-09-14:12:http://example.com/?url=115,4
2019-09-14:12:http://example.com/?url=116,1
2019-09-14:12:http://example.com/?url=117,4
2019-09-14:12:http://example.com/?url=118,3
2019-09-14:12:http://example.com/?url=119,2
2019-09-14:12:http://example.com/?url=120,6
2019-09-14:12:http://example.com/?url=121,2
2019-09-14:12:http://example.com/?url=122,6
2019-09-14:12:http://example.com/?url=123,4
2019-09-14:12:http://example.com/?url=124,1
2019-09-14:12:http://example.com/?url=125,1
2019-09-14:12:http://example.com/?url=126,4
2019-09-14:12:http://example.com/?url=127,3
2019-09-14:12:http://example.com/?url=128,2
2019-09-14:12:http://example.com/?url=129,2
2019-09-14:12:http://example.com/?url=130,2
2019-09-14:12:http://example.com/?url=131,5
2019-09-14:12:http://example.com/?url=132,4
2019-09-14:12:http://example.com/?url=133,2
2019-09-14:12:http://example.com/?url=134,2
2019-09-14:12:http://example.com/?url=135,6
2019-09-14:12:http://example.com/?url=136,3
2019-09-14:12:http://example.com/?url=137,5
2019-09-14:12:http://example.com/?url=138,5
2019-09-14:12:http://example.com/?url=139,4
2019-09-14:12:http://example.com/?url=140,3
2019-09-14:12:http://example.com/?url=141,5
2019-09-14:12:http://example.com/?url=142,2
2019-09-14:12:http://example.com/?url=143,4
2019-09-14:12:http://example.com/?url=144,4
2019-09-14:12:http://example.com/?url=145,2
2019-09-14:12:http://example.com/?url=146,4
2019-09-14:12:http://example.com/?url=147,5
2019-09-14:12:http://example.com/?url=148,3
2019-09-14:12:http://example.com/?url=149,2
2019-09-14:12:http://example.com/?url=150,3
2019-09-14:12:http://example.com/?url=151,8
2019-09-14:12:http://example.com/?url=152,4
2019-09-14:12:http://example.com/?url=153,1
2019-09-14:12:http://example.com/?url=154,2
2019-09-14:12:http://example.com/?url=155,2
2019-09-14:12:http://example.com/?url=156,3
2019-09-14:12:http://example.com/?url=157,3
2019-09-14:12:http://example.com/?url=158,1
2019-09-14:12:http://example.com/?url=159,2
2019-09-14:12:http://example.com/?url=160,2
2019-09-14:12:http://example.com/?url=161,3
2019-09-14:12:http://example.com/?url=163,3
2019-09-14:12:http://example.com/?url=164,3
2019-09-14:12:http://example.com/?url=165,4
2019-09-14:12:http://example.com/?url=166,3
2019-09-14:12:http://example.com/?url=167,3
2019-09-14:12:http://example.com/?url=168,5
2019-09-14:12:http://example.com/?url=169,1
2019-09-14:12:http://example.com/?url=171,1
2019-09-14:12:http://example.com/?url=172,4
2019-09-14:12:http://example.com/?url=173,6
2019-09-14:12:http://example.com/?url=174,2
2019-09-14:12:http://example.com/?url=175,4
2019-09-14:12:http://example.com/?url=176,1
2019-09-14:12:http://example.com/?url=177,4
2019-09-14:12:http://example.com/?url=178,4
2019-09-14:12:http://example.com/?url=179,4
2019-09-14:12:http://example.com/?url=180,2
2019-09-14:12:http://example.com/?url=181,3
2019-09-14:12:http://example.com/?url=182,1
2019-09-14:12:http://example.com/?url=183,3
2019-09-14:12:http://example.com/?url=184,3
2019-09-14:12:http://example.com/?url=185,4
2019-09-14:12:http://example.com/?url=186,5
2019-09-14:12:http://example.com/?url=187,1
2019-09-14:12:http://example.com/?url=188,3
2019-09-14:12:http://example.com/?url=189,1
2019-09-14:12:http://example.com/?url=191,1
2019-09-14:12:http://example.com/?url=193,2
2019-09-14:12:http://example.com/?url=194,2
2019-09-14:12:http://example.com/?url=195,6
2019-09-14:12:http://example.com/?url=196,2
2019-09-14:12:http://example.com/?url=198,1
2019-09-14:12:http://example.com/?url=199,2
2019-09-14:13:http://example.com/?url=001,1
2019-09-14:13:http://example.com/?url=002,5
2019-09-14:13:http://example.com/?url=003,3
2019-09-14:13:http://example.com/?url=004,4
2019-09-14:13:http://example.com/?url=006,2
2019-09-14:13:http://example.com/?url=007,5
2019-09-14:13:http://example.com/?url=008,1
2019-09-14:13:http://example.com/?url=009,5
2019-09-14:13:http://example.com/?url=010,2
2019-09-14:13:http://example.com/?url=011,4
2019-09-14:13:http://example.com/?url=012,2
2019-09-14:13:http://example.com/?url=013,2
2019-09-14:13:http://example.com/?url=014,4
2019-09-14:13:http://example.com/?url=015,2
2019-09-14:13:http://example.com/?url=016,2
2019-09-14:13:http://example.com/?url=017,4
2019-09-14:13:http://example.com/?url=018,2
2019-09-14:13:http://example.com/?url=019,2
2019-09-14:13:http://example.com/?url=020,1
2019-09-14:13:http://example.com/?url=021,3
2019-09-14:13:http://example.com/?url=022,3
2019-09-14:13:http://example.com/?url=023,3
2019-09-14:13:http://example.com/?url=024,1
2019-09-14:13:http://example.com/?url=025,1
2019-09-14:13:http://example.com/?url=026,3
2019-09-14:13:http://example.com/?url=027,2
2019-09-14:13:http://example.com/?url=028,1
2019-09-14:13:http://example.com/?url=029,4
2019-09-14:13:http://example.com/?url=031,2
2019-09-14:13:http://example.com/?url=032,4
2019-09-14:13:http://example.com/?url=033,5
2019-09-14:13:http://example.com/?url=034,1
2019-09-14:13:http://example.com/?url=035,2
2019-09-14:13:http://example.com/?url=036,1
2019-09-14:13:http://example.com/?url=037,4
2019-09-14:13:http://example.com/?url=038,2
2019-09-14:13:http://example.com/?url=039,1
2019-09-14:13:http://example.com/?url=040,2
2019-09-14:13:http://example.com/?url=041,3
2019-09-14:13:http://example.com/?url=042,3
2019-09-14:13:http://example.com/?url=043,5
2019-09-14:13:http://example.com/?url=044,2
2019-09-14:13:http://example.com/?url=046,6
2019-09-14:13:http://example.com/?url=047,8
2019-09-14:13:http://example.com/?url=048,5
2019-09-14:13:http://example.com/?url=049,4
2019-09-14:13:http://example.com/?url=050,4
2019-09-14:13:http://example.com/?url=051,1
2019-09-14:13:http://example.com/?url=052,4
2019-09-14:13:http://example.com/?url=053,2
2019-09-14:13:http://example.com/?url=054,2
2019-09-14:13:http://example.com/?url=055,3
2019-09-14:13:http://example.com/?url=056,3
2019-09-14:13:http://example.com/?url=057,4
2019-09-14:13:http://example.com/?url=058,2
2019-09-14:13:http://example.com/?url=059,1
2019-09-14:13:http://example.com/?url=060,3
2019-09-14:13:http://example.com/?url=061,2
2019-09-14:13:http://example.com/?url=062,2
2019-09-14:13:http://example.com/?url=063,4
2019-09-14:13:http://example.com/?url=065,3
2019-09-14:13:http://example.com/?url=066,6
2019-09-14:13:http://example.com/?url=067,4
2019-09-14:13:http://example.com/?url=068,2
2019-09-14:13:http://example.com/?url=069,8
2019-09-14:13:http://example.com/?url=070,2
2019-09-14:13:http://example.com/?url=072,5
2019-09-14:13:http://example.com/?url=073,1
2019-09-14:13:http://example.com/?url=074,2
2019-09-14:13:http://example.com/?url=075,2
2019-09-14:13:http://example.com/?url=076,3
2019-09-14:13:http://example.com/?url=077,3
2019-09-14:13:http://example.com/?url=078,1
2019-09-14:13:http://example.com/?url=080,1
2019-09-14:13:http://example.com/?url=081,1
2019-09-14:13:http://example.com/?url=082,3
2019-09-14:13:http://example.com/?url=083,1
2019-09-14:13:http://example.com/?url=084,2
2019-09-14:13:http://example.com/?url=085,3
2019-09-14:13:http://example.com/?url=086,1
2019-09-14:13:http://example.com/?url=087,3
2019-09-14:13:http://example.com/?url=088,3
2019-09-14:13:http://example.com/?url=089,3
2019-09-14:13:http://example.com/?url=090,3
2019-09-14:13:http://example.com/?url=091,2
2019-09-14:13:http://example.com/?url=092,3
2019-09-14:13:http://example.com/?url=093,2
2019-09-14:13:http://example.com/?url=094,2
2019-09-14:13:http://example.com/?url=095,3
2019-09-14:13:http://example.com/?url=096,2
2019-09-14:13:http://example.com/?url=097,2
2019-09-14:13:http://example.com/?url=098,2
2019-09-14:13:http://example.com/?url=099,2
2019-09-14:13:http://example.com/?url=100,2
2019-09-14:13:http://example.com/?url=101,1
2019-09-14:13:http://example.com/?url=103,3
2019-09-14:13:http://example.com/?url=104,1
2019-09-14:13:http://example.com/?url=105,3
2019-09-14:13:http://example.com/?url=106,4
2019-09-14:13:http://example.com/?url=107,3
2019-09-14:13:http://example.com/?url=108,2
2019-09-14:13:http://example.com/?url=109,2
2019-09-14:13:http://example.com/?url=110,5
